66481	67796	230727	232059	1315	26.64236717
121971	123258	133488	134779	1287	15.24807968
81421	81864	135967	136416	443	13.01122508
187903	189849	211142	213100	1946	45.30703686
23377	23755	31731	32107	376	4.705150725
78266	78942	126198	126895	676	19.04071127
117319	117895	186395	186955	560	10.59374755
183012	183582	210012	210566	554	9.97414903
12846	13671	175400	176211	811	14.29010151
166573	167297	203654	204370	716	13.67231399
81138	81694	126668	127221	553	14.02196635
218237	218556	228494	228813	319	2.053626845
107791	108289	126358	126862	498	10.38980968
229714	230290	233466	234035	569	7.48790993
202329	203063	227844	228554	710	17.50073737
132961	134425	237632	239117	1464	46.8275022
125929	127223	136024	137324	1294	36.88565273
46446	46819	218930	219309	373	9.116391428
18404	18722	145456	145772	316	8.83645692
224266	226118	228166	230015	1849	46.92342308
193293	194320	197446	198456	1010	26.17966448
82840	83972	185178	186318	1132	35.71206192
129108	130806	193580	195240	1660	46.88401665
110035	111142	129925	131055	1107	38.80566439
22802	23637	44030	44839	809	16.90668909
136813	137186	140155	140528	373	5.637489783
206274	207222	218043	218981	938	21.46704011
172557	173086	223192	223710	518	6.40450227
54144	55062	221658	222556	898	20.96430609
169157	170314	222079	223238	1157	20.58740121
118748	120157	128906	130318	1409	29.3049608
63171	63719	122762	123307	545	8.942594634
188128	188505	199063	199438	375	4.406675474
222066	223124	234820	235843	1023	23.96024095
81219	81688	126739	127224	469	10.58094452
87972	88923	136039	137023	951	23.44168135
120187	121592	129690	131110	1405	42.48047264
222316	224129	237506	239270	1764	53.51704688
189342	189865	204093	204613	520	10.22087432
19946	20492	71942	72505	546	1.267099573
214770	216587	233499	235283	1784	36.09356569
180807	181787	200010	200969	959	24.33363255
13369	13691	127878	128208	322	19.17333533
180415	181218	197405	198213	803	12.79523884
224309	224842	225916	226431	515	16.69207817
6142	6480	33408	33745	337	4.913924969
70724	71993	177351	178638	1269	31.74164967
46649	47064	192682	193093	411	6.93720008
163899	164562	204019	204674	655	13.67371848
117662	118135	127802	128275	473	8.782443933
118364	119868	123455	124939	1484	30.49292049
224639	227315	228930	231582	2652	78.47919175
90159	90521	154685	155048	362	18.38886091
108799	109183	145541	145939	384	25.12050282
216476	216934	219785	220243	458	3.740243761
167899	168246	194438	194787	347	3.418575136
3852	4168	35446	35762	316	5.544040535
168518	169519	199887	200862	975	30.15718962
177639	179038	215735	217161	1399	50.83252637
78016	78800	147548	148338	784	16.00888875
170271	171571	178771	180036	1265	44.06730971
211270	211642	216621	216992	371	3.159480803
186750	187449	200307	201056	699	26.45834846
209731	211866	212939	215062	2123	38.01785687
136461	136815	179495	179845	350	11.21528836
136210	137264	241611	242711	1054	32.07418446
159723	160478	182501	183291	755	15.34942672
151422	152582	230053	231222	1160	12.83041074
217519	219378	232172	234019	1847	35.71763721
160475	161225	200069	200824	750	10.45495713
109263	110951	129302	130995	1688	36.75438092
170811	171361	201939	202492	550	7.527716494
40435	40923	41431	41919	488	8.879481251
26724	27037	65783	66098	313	8.848520216
59366	60564	235180	236408	1198	44.12239589
121208	121585	135688	136063	375	4.873663746
169073	169403	218870	219201	330	11.1991106
223925	225533	227803	229393	1590	34.174669
39068	39707	202404	203013	609	16.86870352
34938	35368	37611	38033	422	10.64577403
205123	206744	209245	210849	1604	30.177884
43145	43984	192425	193276	839	11.35005393
218304	220936	240426	243010	2584	70.35822892
218233	218571	228490	228828	338	2.159052721
203401	204286	209661	210562	885	17.28371756
96508	97440	100038	100973	932	33.85417558
162192	163587	226164	227557	1393	38.46979553
34624	35157	41702	42255	533	12.39947922
186028	186579	200162	200712	550	10.78782666
170606	171458	201734	202557	823	11.87257389
177099	177797	192473	193172	698	14.68844988
221956	223298	234739	236045	1306	36.33935693
217400	218902	232068	233536	1468	33.5555933
156404	157040	225728	226372	636	7.873923629
160259	160898	225325	225967	639	4.934305496
229390	230531	233142	234279	1137	14.50837368
169625	170042	172458	172873	415	3.417887127
170964	171311	202095	202443	347	2.647736707
72750	73118	87876	88250	368	9.225947508
211322	211721	216673	217072	399	2.885784773
168782	169306	204349	204872	523	7.015578473
136309	137195	147636	148549	886	24.08057971
187824	188852	211072	212105	1028	21.17015315
159747	160575	228368	229187	819	14.29779553
180276	181660	213805	215194	1384	20.87505375
81965	82560	122493	123085	592	7.025366637
79546	79920	143136	143512	374	6.66466946
151284	152475	229916	231118	1191	14.60514407
160680	162428	198080	199810	1730	48.65563006
225506	227854	228074	230413	2339	56.4478812
29916	31940	210530	212534	2004	53.52671257
120714	121478	135198	135949	751	10.09881999
130558	131070	135489	135993	504	11.81925617
192760	193812	213415	214485	1052	20.03986672
179354	180503	210942	212098	1149	40.7976811
33635	34675	235210	236273	1040	26.27300705
71876	72262	140293	140674	381	0.209725881
225136	225747	231869	232480	611	9.735332124
114066	114807	126356	127054	698	24.41391386
192249	193674	233325	234772	1425	28.9113115
204392	205627	206863	208092	1229	28.05030557
5933	7014	46965	48047	1081	19.65612111
205423	206147	209538	210280	724	15.67726713
168983	169859	171423	172277	854	18.58976831
117917	118634	128056	128782	717	10.79393867
172631	173219	188715	189325	588	7.761658784
168018	168792	170167	170944	774	20.39982457
130358	130896	132292	132824	532	8.935816949
136858	137319	140210	140665	455	2.94727919
169500	169916	233231	233646	415	3.018708769
118905	119713	129072	129891	808	16.10193229
170955	171824	181725	182587	862	13.37548638
121585	123092	133676	135207	1507	41.1918865
211561	212922	237567	238974	1361	39.17836825
111479	112762	113441	114687	1246	26.45749559
87591	88193	236301	236857	556	28.97759854
152461	153176	208878	209642	715	13.42962303
147339	148141	184972	185748	776	9.781807104
80963	81430	127812	128280	467	10.17132109
170318	171068	201442	202203	750	20.00982253
181360	183863	228578	231106	2503	65.89497504
85079	85950	107305	108181	871	19.13574715
26349	26741	93897	94277	380	26.32091557
223291	223986	234971	235666	695	14.47911837
18624	19293	124005	124693	669	31.83449234
94824	96538	129660	131358	1698	37.12170301
111369	112719	129633	131004	1350	30.03107844
198174	198743	199188	199779	569	14.86074187
183114	183613	184482	185005	499	4.83319457
222595	223377	235332	236105	773	23.11136506
41659	42077	87666	88127	418	10.83025159
45065	45576	56097	56612	511	12.22576204
71942	72767	88076	88837	761	10.10506245
40207	40576	72929	73297	368	7.333007694
175185	175587	201683	202067	384	22.51944302
117785	118168	127925	128307	382	7.099824815
42612	43334	147657	148375	718	4.988946666
24163	24707	177199	177740	541	6.763529363
45243	46121	177094	177956	862	22.68562803
186251	186575	200385	200708	323	9.045584088
232813	235437	239662	242300	2624	63.17116876
43221	44025	177140	177955	804	19.40512664
189665	189979	200202	200516	314	3.124818601
22038	22422	37756	38141	384	5.073943892
19352	19662	27043	27376	310	16.42214863
192772	193776	213437	214445	1004	18.54116256
172603	172991	223234	223627	388	5.730600874
170412	170880	179739	180196	457	19.64680854
181725	183240	189333	190859	1515	26.79529429
217997	220111	228911	231022	2111	40.34926943
108075	108681	117831	118434	603	12.7319625
209528	210055	238896	239447	527	12.73774525
6228	6540	33493	33807	312	3.19161565
18246	18577	19665	19990	325	7.560135794
168782	169570	180941	181720	779	9.47758043
155424	156959	192920	194467	1535	25.79098539
81049	81700	127903	128549	646	13.49198807
223845	225830	233416	235396	1980	46.88101442
189703	190078	235831	236210	375	6.666656808
35463	36247	201632	202410	778	15.12475553
122677	123760	133016	134105	1083	16.45337267
175751	176312	182568	183134	561	5.714102768
65652	66260	145327	145940	608	13.04449847
157772	158256	231238	231763	484	21.48599083
232073	234879	238974	241735	2761	70.50388183
7150	7524	8980	9340	360	14.64961204
183096	183774	184466	185138	672	7.882555848
156575	156921	160845	161169	324	5.03430835
163207	163766	164513	165064	551	9.233326351
41658	41994	223227	223563	336	1.40985117
23726	24109	33440	33824	383	4.00477732
54100	54717	175390	176014	617	12.81532949
159401	161091	189766	191442	1676	31.0845643
109612	110879	134587	135849	1262	38.60717071
211055	211982	243726	244677	927	35.0665273
142041	143392	221857	223189	1332	43.6150391
185902	186860	233137	234050	913	16.51659579
120666	121639	135139	136111	972	14.14101234
120948	121430	135429	135910	481	7.587049887
204773	205561	228558	229349	788	18.75655812
226098	228185	236846	238901	2055	52.60968585
176875	177406	202440	202975	531	9.680432383
109864	110882	177750	178775	1018	26.20439397
19628	20039	42181	42601	411	8.033423546
227277	229487	232650	234891	2210	48.45339529
158105	158642	209727	210280	537	15.08106628
150590	151085	154758	155245	487	9.804718347
48242	49124	167629	168509	880	23.62904579
160611	161777	200369	201498	1129	32.69655906
64316	65134	220381	221196	815	14.12929263
186132	186627	211778	212267	489	7.847203795
182524	183349	192998	193837	825	13.93965344
27949	28677	191912	192681	728	27.65934816
160612	160926	219987	220300	313	3.196748752
125004	125436	134309	134709	400	21.96287523
189109	189668	198110	198672	559	9.283556542
210310	210928	228538	229140	602	10.58874011
76163	76948	125947	126720	773	33.55396563
118658	119766	123764	124895	1108	27.93944909
184797	185585	209311	210092	781	14.89443398
126148	126710	127464	128029	562	12.77786045
152456	153112	208880	209545	656	11.44500264
174194	175433	177692	178953	1239	42.03718966
52419	52815	62219	62613	394	5.955176479
33301	33990	193645	194340	689	14.30809354
229399	230916	233151	234663	1512	17.0033876
17133	17777	146471	147120	644	7.927926151
169834	170358	235499	236025	524	10.67474314
160175	160828	225241	225897	653	5.437321776
215138	217343	215138	217343	2205	1000000
50531	51733	71688	72865	1177	21.96038168
47259	47585	55276	55590	314	7.671386207
83829	84165	110735	111073	336	8.352262202
119998	121086	122940	124023	1083	22.13760159
108648	109014	126618	126981	363	9.589567684
119635	121083	122578	124023	1445	26.03127754
114812	115833	186727	187747	1020	33.07503187
111731	112970	215997	217253	1239	40.61480119
168826	169594	204392	205156	764	9.436304607
40508	41021	59315	59850	513	11.27858029
48854	49178	181256	181579	323	5.300917066
111119	112074	125412	126361	949	16.10097417
78427	78987	92475	93025	550	14.46096023
206815	208219	237613	238999	1386	45.31972826
22807	23636	162083	162912	829	17.88703157
81078	81812	175043	175752	709	27.60786214
41667	42054	222697	223088	387	4.657170851
203427	204280	209688	210560	853	18.02440639
156440	156820	199098	199507	380	13.30631082
40650	41169	209608	210125	517	10.87037585
229505	229861	233258	233615	356	2.885495935
30793	31787	235786	236811	994	42.9116289
144924	145940	234692	235701	1009	32.7526597
175489	176042	177457	178007	550	7.23152366
65856	66173	145534	145852	317	7.237638244
23981	24491	51869	52374	505	10.40859835
189174	189491	199191	199508	317	10.18376358
42737	43297	132167	132718	551	6.216710124
72856	73173	238050	238369	317	5.708649274
117479	118031	127622	128166	544	8.604317199
132517	133523	135513	136537	1006	14.8950902
92122	93205	193342	194383	1041	33.47488636
54709	55349	232758	233398	640	16.01291721
108830	109167	148145	148525	337	8.929345473
72445	72820	142779	143157	375	6.256951357
48232	49330	214172	215279	1098	15.57128387
132645	133344	135642	136316	674	12.96795541
170934	171408	181699	182176	474	6.785159675
119881	120321	120454	120886	432	2.62604216
119838	120326	120412	120903	488	5.138021661
163072	163388	206962	207278	316	2.002412054
81950	82582	121887	122513	626	8.875495795
9237	9631	18646	19050	394	16.90210053
107853	108351	126428	126926	498	9.635842988
218864	220274	229765	231164	1399	22.55249188
176740	177617	227814	228668	854	17.07755287
25171	25541	141328	141708	370	8.746581686
120898	121344	135385	135816	431	11.09013275
213404	214419	217538	218554	1015	20.7606814
115009	116320	204844	206179	1311	38.71469893
201218	203084	226736	228579	1843	46.8284323
24061	24425	200453	200817	364	5.372927972
188019	188580	211269	211839	561	11.2249851
150270	151015	154431	155196	745	17.11716886
228154	230291	236318	238447	2129	42.23600059
2814	3252	151365	151797	432	4.670244516
148428	149843	215322	216741	1415	38.65941055
168317	169139	199674	200514	822	16.96221122
188195	188511	199131	199447	316	3.618510748
171222	171751	233222	233752	529	4.642978247
78504	79305	107883	108647	764	16.04912301
188888	189672	197887	198670	783	9.032129138
151352	152410	229980	231034	1054	15.03767772
100260	100989	112444	113175	729	26.85222129
189756	190643	192321	193206	885	15.20325216
66413	66993	67596	68187	580	13.87636735
43547	44285	228486	229209	723	11.99466837
187618	189200	210847	212455	1582	42.65909332
173878	174193	189118	189434	315	4.996927594
110528	111673	132441	133564	1123	21.16327199
211242	211660	216593	217009	416	3.08782751
118036	118681	128186	128831	645	13.16866392
73402	74716	160680	161952	1272	35.25792181
157815	158761	243954	244864	910	39.72195846
126561	126891	244185	244540	330	18.3898614
48663	49047	60095	60490	384	9.477396812
130689	131073	132627	133012	384	7.676488339
9370	9688	17086	17405	318	7.257798904
132517	133498	135513	136507	981	14.8033418
192702	194002	224525	225819	1294	24.06649109
120621	121463	135099	135930	831	7.945819942
229498	230783	233250	234536	1285	15.93999547
41451	41990	238789	239339	539	9.59975581
47754	48724	159781	160774	970	15.53139549
157065	158409	225388	226696	1308	22.49542145
41676	42063	222706	223097	387	4.653077296
210052	210967	228279	229193	914	14.90285354
