,FirstInstanceStartLocation,FirstInstanceEndLocation,SecondInstanceStartLocation,SecondInstanceEndLocation,Length,Distance
tmp.log:2442:Motif:,197968,198288,227921,228232,311,5.68051401
tmp.log:2443:Motif:,162718,163400,172635,173323,682,10.32707029
tmp.log:2444:Motif:,188599,189304,223669,224424,705,15.15649481
tmp.log:2445:Motif:,17706,18818,187004,188079,1075,40.6921801
tmp.log:2446:Motif:,81833,82946,133296,134391,1095,20.61345116
tmp.log:2447:Motif:,167678,168242,214240,214809,564,5.030044791
tmp.log:2448:Motif:,107322,108515,111654,112830,1176,23.97900678
tmp.log:2449:Motif:,197891,198960,230720,231804,1069,35.23187809
tmp.log:2450:Motif:,120584,121354,135063,135844,770,11.18060247
tmp.log:2451:Motif:,160161,160921,225227,225983,756,7.228887024
tmp.log:2452:Motif:,151691,152762,234695,235731,1036,27.59393218
tmp.log:2453:Motif:,163465,163840,215382,215753,371,5.501847041
tmp.log:2454:Motif:,168827,169303,204393,204866,473,5.347354672
tmp.log:2455:Motif:,217606,218723,228490,229617,1117,33.17427625
tmp.log:2456:Motif:,137400,137809,147901,148308,407,0.3793084
tmp.log:2457:Motif:,167095,167914,219119,219940,819,19.56378545
tmp.log:2458:Motif:,218308,219831,223726,225222,1496,33.28951732
tmp.log:2459:Motif:,170839,171802,181605,182576,963,11.13224317
tmp.log:2460:Motif:,121721,122974,133253,134479,1226,23.91860858
tmp.log:2461:Motif:,148320,148782,164610,165066,456,15.94655057
tmp.log:2462:Motif:,37802,38399,203598,204192,594,11.58486555
tmp.log:2463:Motif:,71746,72066,147388,147707,319,4.713172923
tmp.log:2464:Motif:,130702,131075,132639,133014,373,7.274666179
tmp.log:2465:Motif:,225094,226476,230302,231694,1382,30.75367376
tmp.log:2466:Motif:,108250,108681,132840,133298,431,10.49773236
tmp.log:2467:Motif:,16383,17777,216242,217616,1374,41.0089278
tmp.log:2468:Motif:,146532,146952,229901,230314,413,4.651249438
tmp.log:2469:Motif:,47891,48459,228536,229107,568,10.95859741
tmp.log:2470:Motif:,171033,171649,189397,190012,615,7.564277532
tmp.log:2471:Motif:,73504,73836,244647,244976,329,7.453710961
tmp.log:2472:Motif:,55382,56316,171393,172305,912,25.86411022
tmp.log:2473:Motif:,227036,228022,236192,237193,986,18.72496403
tmp.log:2474:Motif:,28693,29223,121924,122460,530,8.947017133
tmp.log:2475:Motif:,234056,236039,236506,238503,1983,46.83443056
tmp.log:2476:Motif:,178279,178849,190772,191332,560,21.09952087
tmp.log:2477:Motif:,69717,70309,243174,243766,592,13.19372974
tmp.log:2478:Motif:,92419,92816,131477,131877,397,10.81179915
tmp.log:2479:Motif:,83022,83782,131040,131794,754,16.02724658
tmp.log:2480:Motif:,199428,199993,209313,209875,562,12.09647081
tmp.log:2481:Motif:,184010,185530,212141,213639,1498,49.88286048
tmp.log:2482:Motif:,50250,50937,105470,106204,687,22.2900744
tmp.log:2483:Motif:,167669,168854,212124,213293,1169,33.39730864
tmp.log:2484:Motif:,162468,163719,170786,172017,1231,28.1739499
tmp.log:2485:Motif:,163255,163919,182319,182990,664,11.32035942
tmp.log:2486:Motif:,133058,133848,136060,136831,771,12.00387718
tmp.log:2487:Motif:,24125,24442,200520,200838,317,1.691150818
tmp.log:2488:Motif:,182951,183615,197232,197899,664,10.35991254
tmp.log:2489:Motif:,72983,73574,239869,240485,591,20.5766652
tmp.log:2490:Motif:,180424,180867,213662,214117,443,7.505505025
tmp.log:2491:Motif:,148748,150071,242823,244151,1323,26.08450177
tmp.log:2492:Motif:,92331,92899,130309,130864,555,12.97446124
tmp.log:2493:Motif:,168232,168566,172252,172611,334,11.13061459
tmp.log:2494:Motif:,169612,170003,218690,219079,389,6.17236612
tmp.log:2495:Motif:,178396,178780,214455,214837,382,2.60163522
tmp.log:2496:Motif:,151489,152327,219207,220060,838,12.31184307
tmp.log:2497:Motif:,223192,223657,223702,224183,465,10.81578632
tmp.log:2498:Motif:,219144,219687,231307,231848,541,7.212478556
tmp.log:2499:Motif:,168733,169420,204300,204989,687,9.530327527
tmp.log:2500:Motif:,82574,83491,120123,121051,917,10.9784863
tmp.log:2501:Motif:,178265,178846,226766,227311,545,23.01197659
tmp.log:2502:Motif:,123476,124195,134425,135145,719,20.79229906
tmp.log:2503:Motif:,225746,227360,229625,231252,1614,43.78142572
tmp.log:2504:Motif:,229522,229953,233275,233706,431,2.766677329
tmp.log:2505:Motif:,180961,181954,214490,215490,993,16.57712491
tmp.log:2506:Motif:,116891,117342,143970,144420,450,13.19589115
tmp.log:2507:Motif:,51185,51566,136590,136966,376,1.330219551
tmp.log:2508:Motif:,151036,151391,244163,244503,340,9.163655183
tmp.log:2509:Motif:,72660,73210,116829,117392,550,17.19770408
tmp.log:2510:Motif:,108447,108985,126403,126953,538,17.6177034
tmp.log:2511:Motif:,76767,77501,131644,132391,734,30.11119333
tmp.log:2512:Motif:,48838,49272,165959,166390,431,6.33941746
tmp.log:2513:Motif:,81027,81550,126548,127060,512,9.403101589
tmp.log:2514:Motif:,162084,163217,210421,211540,1119,24.08757829
tmp.log:2515:Motif:,192240,192559,196684,197003,319,5.446461185
tmp.log:2516:Motif:,120991,121361,135471,135840,369,6.723496273
tmp.log:2517:Motif:,34380,34966,192385,192973,586,9.485085046
tmp.log:2518:Motif:,42120,42835,164529,165265,715,42.91021943
tmp.log:2519:Motif:,41847,42442,207407,207990,583,17.18346559
tmp.log:2520:Motif:,159728,160188,163443,163902,459,5.769869169
tmp.log:2521:Motif:,75698,77066,182760,184133,1368,46.15161073
tmp.log:2522:Motif:,186120,186520,211766,212167,400,5.346294523
tmp.log:2523:Motif:,180967,182237,204379,205643,1264,27.86562322
tmp.log:2524:Motif:,184504,185810,204649,205934,1285,51.9078122
tmp.log:2525:Motif:,50358,50935,131434,131977,543,12.27712857
tmp.log:2526:Motif:,182864,183929,197148,198209,1061,21.53794313
tmp.log:2527:Motif:,241674,242383,243573,244263,690,23.96690397
tmp.log:2528:Motif:,219313,220922,237077,238668,1591,54.77848786
tmp.log:2529:Motif:,229261,230721,233016,234448,1432,23.23713828
tmp.log:2530:Motif:,50409,50775,72314,72679,365,0.471311058
tmp.log:2531:Motif:,169378,170275,235047,235931,884,13.08699156
tmp.log:2532:Motif:,76439,76791,116276,116628,352,8.344190251
tmp.log:2533:Motif:,218505,220005,229403,230903,1500,28.222062
tmp.log:2534:Motif:,117557,118183,126371,126991,620,10.9933456
tmp.log:2535:Motif:,167905,168476,214467,215051,571,8.037028824
tmp.log:2536:Motif:,48373,48988,55800,56418,615,9.620911373
tmp.log:2537:Motif:,229784,230645,233531,234399,861,17.19721718
tmp.log:2538:Motif:,22225,22687,207898,208357,459,4.150879387
tmp.log:2539:Motif:,164625,165184,232333,232892,559,11.33185265
tmp.log:2540:Motif:,123660,125068,129098,130510,1408,56.31443795
tmp.log:2541:Motif:,164507,165447,211396,212408,940,39.3332394
tmp.log:2542:Motif:,120666,121730,187080,188159,1064,29.2973038
tmp.log:2543:Motif:,95765,96623,96640,97503,858,28.00019046
tmp.log:2544:Motif:,39054,39472,51626,52056,418,6.879199919
tmp.log:2545:Motif:,132029,132581,133296,133845,549,4.074852342
tmp.log:2546:Motif:,149188,150072,151489,152372,883,10.51134624
tmp.log:2547:Motif:,21465,22032,205143,205736,567,18.47391037
tmp.log:2548:Motif:,55761,56072,167717,168028,311,2.505429972
tmp.log:2549:Motif:,157652,158032,159146,159551,380,11.7865338
tmp.log:2550:Motif:,187678,188318,193445,194074,629,14.86714624
tmp.log:2551:Motif:,172836,173413,222412,222977,565,6.323531432
tmp.log:2552:Motif:,182850,183190,193024,193364,340,5.355098313
tmp.log:2553:Motif:,23472,23818,169827,170176,346,4.573821237
tmp.log:2554:Motif:,28966,29642,202756,203434,676,17.83760085
tmp.log:2555:Motif:,130549,130989,135485,135921,436,11.91238598
tmp.log:2556:Motif:,165832,166227,211414,211811,395,7.322453784
tmp.log:2557:Motif:,136970,137895,185175,186057,882,13.21786977
tmp.log:2558:Motif:,196839,198326,218824,220279,1455,28.47988993
tmp.log:2559:Motif:,55569,55947,211981,212360,378,5.72682522
tmp.log:2560:Motif:,196545,198138,223952,225591,1593,39.06954526
tmp.log:2561:Motif:,194517,194949,227950,228385,432,8.602739711
tmp.log:2562:Motif:,137500,137948,203048,203481,433,4.814634524
tmp.log:2563:Motif:,72251,72835,147847,148451,584,6.354075414
tmp.log:2564:Motif:,139221,139602,242572,242948,376,9.119276396
tmp.log:2565:Motif:,49171,49611,187054,187492,438,12.98534698
tmp.log:2566:Motif:,160192,160851,225258,225930,659,5.267377189
tmp.log:2567:Motif:,152009,152400,222246,222648,391,4.163262743
tmp.log:2568:Motif:,24126,24443,200521,200839,317,1.700046144
tmp.log:2569:Motif:,25517,25831,207709,208036,314,10.3316161
tmp.log:2570:Motif:,25388,25832,244291,244742,444,23.4281356
tmp.log:2571:Motif:,120123,121062,121887,122827,939,12.74138643
tmp.log:2572:Motif:,108244,108676,132830,133307,432,11.89713192
tmp.log:2573:Motif:,151800,152545,155905,156644,739,13.54500426
tmp.log:2574:Motif:,197984,198376,214525,214917,392,4.552361534
tmp.log:2575:Motif:,11436,12051,196768,197373,605,13.05845113
tmp.log:2576:Motif:,168724,169411,204289,204974,685,8.674305349
tmp.log:2577:Motif:,86894,88093,135063,136270,1199,24.65265034
tmp.log:2578:Motif:,181573,182561,210830,211835,988,12.6072563
tmp.log:2579:Motif:,168789,169344,180948,181495,547,5.586028009
tmp.log:2580:Motif:,121365,121891,214730,215222,492,23.22422589
tmp.log:2581:Motif:,190838,191374,198877,199400,523,18.99408073
tmp.log:2582:Motif:,196394,197513,240107,241237,1119,48.11383719
tmp.log:2583:Motif:,193412,194351,227510,228420,910,17.94550005
tmp.log:2584:Motif:,197461,199227,203886,205644,1758,44.47572982
tmp.log:2585:Motif:,182126,182483,222550,222906,356,3.299287077
tmp.log:2586:Motif:,171053,171996,229298,230234,936,13.31226163
tmp.log:2587:Motif:,229572,229903,233325,233656,331,2.796509072
tmp.log:2588:Motif:,117701,118168,127844,128308,464,9.460652769
tmp.log:2589:Motif:,234772,235697,243574,244485,911,27.42441266
tmp.log:2590:Motif:,59995,60568,214503,215065,562,9.870200011
tmp.log:2591:Motif:,164236,164603,172852,173220,367,2.665087913
tmp.log:2592:Motif:,48847,49450,200420,201060,603,10.78301597
tmp.log:2593:Motif:,117862,118241,126686,127049,363,11.35639835
tmp.log:2594:Motif:,186048,186459,214520,214933,411,3.784496018
tmp.log:2595:Motif:,176749,177479,202308,203046,730,13.83581416
tmp.log:2596:Motif:,152409,152759,169726,170077,350,2.978007174
tmp.log:2597:Motif:,242105,242664,244394,244957,559,18.78528471
tmp.log:2598:Motif:,168962,169433,204528,205009,471,7.934766226
tmp.log:2599:Motif:,162855,163748,171158,172042,884,11.99315515
tmp.log:2600:Motif:,22091,22432,118148,118484,336,7.271054071
tmp.log:2601:Motif:,83621,83999,132425,132816,378,11.53250161
tmp.log:2602:Motif:,172558,172992,223190,223619,429,5.392740589
tmp.log:2603:Motif:,214340,216078,233074,234801,1727,42.47925744
tmp.log:2604:Motif:,181828,182256,211084,211512,428,7.410844186
tmp.log:2605:Motif:,172775,173096,223411,223732,321,3.608720843
tmp.log:2606:Motif:,216906,217797,238436,239276,840,29.20983427
tmp.log:2607:Motif:,168368,168878,238969,239474,505,8.374604508
tmp.log:2608:Motif:,85722,86573,112282,113147,851,19.57357112
tmp.log:2609:Motif:,181375,181936,214934,215473,539,20.19283862
tmp.log:2610:Motif:,21242,21592,201950,202300,350,2.267489071
tmp.log:2611:Motif:,71651,72101,147291,147743,450,6.189521191
tmp.log:2612:Motif:,147287,147758,199544,200019,471,8.523325372
tmp.log:2613:Motif:,170483,171906,201629,203029,1400,30.11389868
tmp.log:2614:Motif:,130039,131048,134965,135986,1009,20.49255808
tmp.log:2615:Motif:,197698,198366,214238,214909,668,6.987807235
tmp.log:2616:Motif:,126087,126773,127406,128100,686,14.37781594
tmp.log:2617:Motif:,73022,73715,222783,223481,693,13.85967591
tmp.log:2618:Motif:,78023,78861,147563,148384,821,17.07785387
tmp.log:2619:Motif:,16815,17512,132748,133480,697,30.19481928
tmp.log:2620:Motif:,166079,166396,189311,189627,316,5.102249431
tmp.log:2621:Motif:,90920,91503,91575,92132,557,20.52612214
tmp.log:2622:Motif:,132116,132723,147730,148337,607,5.036009418
tmp.log:2623:Motif:,15330,15697,27290,27660,367,8.074065265
tmp.log:2624:Motif:,192343,192766,198116,198535,419,9.392085023
tmp.log:2625:Motif:,170511,171209,201640,202342,698,12.56067915
tmp.log:2626:Motif:,191063,191799,198073,198821,736,13.86902071
tmp.log:2627:Motif:,160412,160962,181870,182424,550,4.054188038
tmp.log:2628:Motif:,119692,120088,120265,120661,396,2.44294604
tmp.log:2629:Motif:,10676,11024,49285,49632,347,4.082564466
tmp.log:2630:Motif:,80654,81630,127503,128466,963,10.76650207
tmp.log:2631:Motif:,167752,168346,180785,181372,587,5.320779687
tmp.log:2632:Motif:,82541,83850,134505,135811,1306,42.74568597
tmp.log:2633:Motif:,212946,214394,217079,218546,1448,31.90846885
tmp.log:2634:Motif:,191104,191414,192348,192658,310,6.719082926
tmp.log:2635:Motif:,92256,93024,126170,126957,768,18.23631051
tmp.log:2636:Motif:,189799,190343,207027,207577,544,14.41623543
tmp.log:2637:Motif:,205207,205860,212586,213217,631,22.31780002
tmp.log:2638:Motif:,175459,176164,177426,178131,705,7.648439827
tmp.log:2639:Motif:,121943,122747,133460,134270,804,9.709030719
tmp.log:2640:Motif:,192541,193953,224374,225849,1412,27.35698514
tmp.log:2641:Motif:,162904,163250,240087,240443,346,7.082443225
tmp.log:2642:Motif:,88265,88734,150497,150959,462,7.81240525
tmp.log:2643:Motif:,82657,82987,119635,119956,321,12.55168594
tmp.log:2644:Motif:,222121,223215,234876,235959,1083,23.43281792
tmp.log:2645:Motif:,108652,109127,117803,118286,475,7.900016011
tmp.log:2646:Motif:,55691,56071,167647,168028,380,2.220171799
tmp.log:2647:Motif:,41446,42013,71630,72198,567,4.974828778
tmp.log:2648:Motif:,83590,84078,110492,111020,488,9.295219105
tmp.log:2649:Motif:,216483,217437,233101,234052,951,22.35969305
tmp.log:2650:Motif:,151011,151978,216796,217760,964,20.35666371
tmp.log:2651:Motif:,172727,173145,200013,200436,418,2.962676562
tmp.log:2652:Motif:,22392,23167,38422,39198,775,16.73125172
tmp.log:2653:Motif:,9586,9916,72696,73026,330,6.478099565
tmp.log:2654:Motif:,151059,151388,244183,244510,327,9.66904359
tmp.log:2655:Motif:,176128,176829,210251,210946,695,16.0244209
tmp.log:2656:Motif:,1979,2648,149968,150637,669,13.34085363
tmp.log:2657:Motif:,169665,170013,223132,223480,348,5.131528155
tmp.log:2658:Motif:,191194,191748,198206,198753,547,8.75868888
tmp.log:2659:Motif:,59595,60422,154635,155442,807,14.15246793
tmp.log:2660:Motif:,225195,226495,229068,230362,1294,29.43568396
tmp.log:2661:Motif:,188184,188553,189771,190140,369,7.287955151
tmp.log:2662:Motif:,148377,148779,238036,238433,397,15.23089435
tmp.log:2663:Motif:,181077,181567,204486,204973,487,11.41761463
tmp.log:2664:Motif:,80589,81068,123545,124023,478,8.528302251
tmp.log:2665:Motif:,189071,189512,191057,191496,439,7.200517048
tmp.log:2666:Motif:,151700,152503,155800,156614,803,10.64629154
tmp.log:2667:Motif:,71746,72495,147382,148155,749,11.06564527
tmp.log:2668:Motif:,184960,185317,199588,199947,357,6.365995054
tmp.log:2669:Motif:,225211,225973,230421,231190,762,8.975144548
tmp.log:2670:Motif:,51461,51897,168169,168581,412,11.48130085
tmp.log:2671:Motif:,90610,90978,131406,131761,355,21.80779553
tmp.log:2672:Motif:,109776,110360,177673,178236,563,17.79949374
tmp.log:2673:Motif:,61056,61419,62233,62582,349,8.289195724
tmp.log:2674:Motif:,149504,150278,151801,152575,774,7.48927944
tmp.log:2675:Motif:,85055,86016,111614,112533,919,19.53134767
tmp.log:2676:Motif:,171081,171711,235013,235643,630,8.75582738
tmp.log:2677:Motif:,85561,86153,126325,126962,592,20.9621113
tmp.log:2678:Motif:,120832,121521,130384,131075,689,10.90953554
tmp.log:2679:Motif:,233789,235645,242538,244409,1856,48.28037744
tmp.log:2680:Motif:,160184,160691,225250,225770,507,4.126547532
tmp.log:2681:Motif:,133061,133493,136062,136493,431,6.170613184
tmp.log:2682:Motif:,225999,228082,236506,238548,2042,64.5695336
tmp.log:2683:Motif:,130589,131046,135520,135973,453,9.171147855
tmp.log:2684:Motif:,229549,229936,233302,233685,383,2.728678078
tmp.log:2685:Motif:,80954,81617,127801,128466,663,8.433277451
tmp.log:2686:Motif:,34985,35858,169232,170110,873,28.56038379
tmp.log:2687:Motif:,223787,224937,225384,226535,1150,22.31037725
tmp.log:2688:Motif:,163314,163900,182379,182966,586,10.53542537
tmp.log:2689:Motif:,170438,171448,205378,206445,1010,23.24401728
tmp.log:2690:Motif:,107673,108674,112025,112990,965,25.58994632
tmp.log:2691:Motif:,136528,136874,169884,170230,346,1.523561839
tmp.log:2692:Motif:,82108,82614,134152,134669,506,11.39058377
tmp.log:2693:Motif:,147391,147910,209529,210052,519,7.090046933
tmp.log:2694:Motif:,140410,140839,196151,196596,429,8.814475678
tmp.log:2695:Motif:,169452,170080,222372,223000,628,8.996041476
tmp.log:2696:Motif:,213359,214489,231859,233005,1130,26.18568092
tmp.log:2697:Motif:,81435,81968,82108,82633,525,10.35551541
tmp.log:2698:Motif:,169804,170174,235462,235837,370,8.033289845
tmp.log:2699:Motif:,229158,230521,232911,234274,1363,21.64808554
tmp.log:2700:Motif:,160967,162823,226301,228125,1824,49.32855654
tmp.log:2701:Motif:,193506,193926,204082,204497,415,5.33850595
tmp.log:2702:Motif:,165589,166148,183570,184146,559,10.39816362
tmp.log:2703:Motif:,190061,190447,223247,223622,375,8.037973442
tmp.log:2704:Motif:,120176,121511,129717,131038,1321,24.3246606
tmp.log:2705:Motif:,229583,230072,233337,233821,484,7.30706747
tmp.log:2706:Motif:,205374,205853,209489,209973,479,8.739521511
tmp.log:2707:Motif:,180237,181258,197227,198256,1021,13.53308418
tmp.log:2708:Motif:,182595,183635,224595,225635,1040,21.54923454
tmp.log:2709:Motif:,188163,189270,211587,212685,1098,37.81252689
tmp.log:2710:Motif:,182926,183790,221367,222238,864,17.98717722
tmp.log:2711:Motif:,229522,230826,233277,234572,1295,18.25220144
tmp.log:2712:Motif:,225114,225756,228352,228998,642,9.948810539
tmp.log:2713:Motif:,182745,184329,197024,198607,1583,27.20230513
tmp.log:2714:Motif:,227066,227926,228042,228906,860,18.5521393
tmp.log:2715:Motif:,149492,150067,151791,152364,573,6.94999425
tmp.log:2716:Motif:,193394,194740,202001,203302,1301,33.12033444
tmp.log:2717:Motif:,225382,226437,227656,228708,1052,21.57168098
tmp.log:2718:Motif:,119184,120281,125381,126506,1097,32.9832211
tmp.log:2719:Motif:,150519,151442,216286,217227,923,23.20385096
tmp.log:2720:Motif:,169444,170232,235107,235893,786,8.358164482
tmp.log:2721:Motif:,13427,13887,244251,244708,457,10.33052236
tmp.log:2722:Motif:,46327,46664,51437,51780,337,9.916846925
tmp.log:2723:Motif:,177553,177953,184734,185138,400,4.128787923
tmp.log:2724:Motif:,19957,20279,42517,42825,308,23.00680831
tmp.log:2725:Motif:,183060,183870,197333,198162,810,14.9736429
tmp.log:2726:Motif:,24229,24725,177265,177757,492,5.122103707
tmp.log:2727:Motif:,52767,53157,156407,156797,390,6.976600908
tmp.log:2728:Motif:,117388,117841,183384,183841,453,8.547096958
tmp.log:2729:Motif:,180476,181600,213992,215131,1124,29.40450383
tmp.log:2730:Motif:,160392,160793,183507,183908,401,2.832682442
tmp.log:2731:Motif:,51465,51830,168175,168537,362,7.092219515
tmp.log:2732:Motif:,82389,83172,121711,122487,776,12.50073826
tmp.log:2733:Motif:,130578,131242,132504,133199,664,14.65641625
tmp.log:2734:Motif:,190176,190730,192741,193289,548,7.628673766
tmp.log:2735:Motif:,238501,239297,244081,244882,796,30.43719369
tmp.log:2736:Motif:,46292,46650,214684,215045,358,11.21813947
tmp.log:2737:Motif:,169656,170177,235322,235855,521,6.62674156
tmp.log:2738:Motif:,192470,194129,224295,225948,1653,25.66670388
tmp.log:2739:Motif:,180627,181782,214159,215323,1155,15.45061798
tmp.log:2740:Motif:,190817,191226,192050,192461,409,16.94724842
tmp.log:2741:Motif:,188033,188536,225629,226124,495,8.544792755
tmp.log:2742:Motif:,182568,183494,192740,193662,922,13.63411031
tmp.log:2743:Motif:,10858,11414,202326,202880,554,5.628062486
tmp.log:2744:Motif:,189667,190158,235801,236277,476,13.82770683
tmp.log:2745:Motif:,218541,220147,242270,243856,1586,48.9620259
